id,brand,product,shade,hex,H,S,L,R,G,B,undertone,skinTone,fitzpatrick,popularity
2714,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,210,#F0B98F,26.0,0.764,75.1,240,185,143,Warm,Fair,II,50
2715,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,220,#ECB483,28.0,0.734,72.0,236,180,131,Warm,Fair,II,50
2716,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,230,#FDCDA1,28.7,0.958,81.2,253,205,161,Warm,Very Fair,I,50
2717,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,235,#FDCC98,30.9,0.962,79.4,253,204,152,Warm,Very Fair,I,50
2718,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,240,#DDB895,29.2,0.514,72.5,221,184,149,Neutral,Fair,II,50
2719,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,250,#DCA178,24.6,0.588,66.7,220,161,120,Warm,Fair,III,50
2720,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,255,#EAB286,26.4,0.704,72.2,234,178,134,Warm,Fair,II,50
2721,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,260,#EAB584,28.8,0.708,71.8,234,181,132,Warm,Fair,II,50
2722,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,270,#E7AF90,21.4,0.644,73.5,231,175,144,Neutral,Fair,II,50
2723,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,280,#EDBE9A,26.0,0.697,76.7,237,190,154,Neutral,Fair,II,50
2724,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,290,#F2C499,29.0,0.774,77.5,242,196,153,Warm,Very Fair,II,50
2725,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,300,#E6B385,28.5,0.66,71.2,230,179,133,Warm,Fair,II,50
2726,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,310,#DAAC6C,34.9,0.598,63.9,218,172,108,Warm,Fair,II,50
2727,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,320,#E0A372,26.7,0.64,66.3,224,163,114,Warm,Fair,II,50
2728,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,330,#D69C5E,31.0,0.594,60.4,214,156,94,Warm,Light Medium,III,50
2729,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,340,#D89D62,30.0,0.602,61.6,216,157,98,Warm,Light Medium,III,50
2730,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,345,#CF973B,37.3,0.607,52.2,207,151,59,Warm,Light Medium,III,50
2731,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,350,#E7B36E,34.2,0.716,66.9,231,179,110,Warm,Fair,II,50
2732,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,360,#C5925A,31.4,0.48,56.3,197,146,90,Warm,Light Medium,III,50
2733,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,370,#B78450,30.3,0.417,51.6,183,132,80,Warm,Light Medium,III,50
2734,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,380,#C88851,27.7,0.52,55.1,200,136,81,Warm,Light Medium,III,50
2735,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,385,#B08056,28.0,0.363,51.4,176,128,86,Warm,Medium,IV,50
2736,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,390,#C67F38,30.0,0.559,49.8,198,127,56,Warm,Light Medium,III,50
2737,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,400,#B37A44,29.2,0.449,48.4,179,122,68,Warm,Medium,IV,50
2738,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,410,#AF7C54,26.4,0.363,50.8,175,124,84,Neutral,Medium,IV,50
2739,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,420,#A06731,29.2,0.531,41.0,160,103,49,Warm,Medium,IV,50
2740,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,430,#B3712E,30.2,0.591,44.1,179,113,46,Warm,Medium,IV,50
2741,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,440,#A26436,25.6,0.5,42.4,162,100,54,Warm,Medium,IV,50
2742,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,445,#9D653C,25.4,0.447,42.5,157,101,60,Warm,Medium,IV,50
2743,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,450,#714A2B,26.6,0.449,30.6,113,74,43,Neutral,Tan,V,50
2744,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,460,#9D6037,24.1,0.481,41.6,157,96,55,Warm,Tan,IV,50
2745,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,470,#94551E,28.0,0.663,34.9,148,85,30,Warm,Tan,V,50
2746,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,480,#7A502B,28.1,0.479,32.4,122,80,43,Neutral,Tan,V,50
2747,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,490,#6E3F1F,24.3,0.56,27.6,110,63,31,Neutral,Deep,V,50
2748,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,495,#53311B,23.6,0.509,21.6,83,49,27,Neutral,Deep,VI,50
2749,Fenty Beauty by Rihanna,Pro Filt'r Instant Retouch Concealer,498,#532B1D,15.6,0.482,22.0,83,43,29,Cool,Very Deep,VI,50
2750,Fenty Beauty by Rihanna,Match Stix Correcting Skinstick,Banana,#F1D19F,36.6,0.745,78.4,241,209,159,Warm,Very Fair,I,50
2751,Fenty Beauty by Rihanna,Match Stix Correcting Skinstick,Pumpkin,#963424,8.4,0.613,36.5,150,52,36,Neutral,Deep,V,50
2752,Fenty Beauty by Rihanna,Match Stix Correcting Skinstick,Peach,#DCA470,28.9,0.607,65.1,220,164,112,Warm,Fair,III,50
2753,Fenty Beauty by Rihanna,Match Stix Correcting Skinstick,Rose Quartz,#FAC3B9,9.2,0.867,85.3,250,195,185,Neutral,Very Fair,I,50
2754,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,1,#E9B890,27.0,0.669,73.9,233,184,144,Neutral,Fair,II,50
2755,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,2,#E2B28E,25.7,0.592,72.2,226,178,142,Neutral,Fair,II,50
2756,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,3,#DAA072,26.5,0.584,65.1,218,160,114,Warm,Fair,III,50
2757,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,4,#BD865F,24.9,0.416,55.7,189,134,95,Neutral,Light Medium,III,50
2758,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,5,#B2774B,25.6,0.407,49.6,178,119,75,Warm,Medium,IV,50
2759,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,6,#A6673C,24.3,0.469,44.3,166,103,60,Warm,Medium,IV,50
2760,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,7,#995B36,22.4,0.478,40.6,153,91,54,Neutral,Tan,IV,50
2761,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,8,#7F4834,16.0,0.419,35.1,127,72,52,Neutral,Tan,V,50
2762,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,9,#664639,17.3,0.283,31.2,102,70,57,Cool,Deep,V,50
2763,Fenty Beauty by Rihanna,Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,10,#342220,6.0,0.238,16.5,52,34,32,Neutral,Very Deep,VI,50
2764,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,100,#FDCFAD,25.5,0.952,83.5,253,207,173,Neutral,Very Fair,I,50
2765,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,105,#FFDCA6,36.4,1.0,82.5,255,220,166,Warm,Very Fair,I,50
2766,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,110,#FDD1B0,25.7,0.951,84.1,253,209,176,Neutral,Very Fair,I,50
2767,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,120,#FDD4B3,26.8,0.949,84.7,253,212,179,Neutral,Very Fair,I,50
2768,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,130,#EBC08C,32.8,0.704,73.5,235,192,140,Warm,Fair,II,50
2769,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,140,#E2B681,32.8,0.626,69.6,226,182,129,Warm,Fair,II,50
2770,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,145,#EAC188,34.9,0.7,72.5,234,193,136,Warm,Fair,II,50
2771,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,150,#D7A880,27.6,0.521,67.3,215,168,128,Neutral,Fair,II,50
2772,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,160,#E9AC85,23.4,0.694,71.8,233,172,133,Neutral,Fair,II,50
2773,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,170,#E0AB87,24.3,0.589,70.4,224,171,135,Neutral,Fair,II,50
2774,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,180,#E2A978,27.7,0.646,67.8,226,169,120,Warm,Fair,II,50
2775,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,185,#FCD6B3,28.8,0.924,84.5,252,214,179,Neutral,Very Fair,I,50
2776,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,190,#E0AD7F,28.5,0.61,68.8,224,173,127,Warm,Fair,II,50
2777,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,200,#E3AC7F,27.0,0.641,69.4,227,172,127,Warm,Fair,II,50
2778,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,210,#F0B98F,26.0,0.764,75.1,240,185,143,Warm,Fair,II,50
2779,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,220,#DBA47B,25.6,0.571,67.1,219,164,123,Warm,Fair,II,50
2780,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,230,#DBA47E,24.5,0.564,67.6,219,164,126,Neutral,Fair,II,50
2781,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,235,#E9AC66,32.1,0.749,65.7,233,172,102,Warm,Fair,II,50
2782,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,240,#D3A076,27.1,0.514,64.5,211,160,118,Warm,Fair,III,50
2783,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,250,#D99960,28.3,0.614,61.4,217,153,96,Warm,Light Medium,III,50
2784,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,255,#E4AB64,33.3,0.703,64.3,228,171,100,Warm,Fair,II,50
2785,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,260,#D6A07B,24.4,0.526,66.1,214,160,123,Neutral,Fair,III,50
2786,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,270,#C8865B,23.7,0.498,57.1,200,134,91,Warm,Light Medium,III,50
2787,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,280,#C88759,24.9,0.502,56.7,200,135,89,Warm,Light Medium,III,50
2788,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,290,#C88859,25.4,0.502,56.7,200,136,89,Warm,Light Medium,III,50
2789,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,300,#C89163,27.3,0.479,58.6,200,145,99,Warm,Light Medium,III,50
2790,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,310,#D1915F,26.3,0.553,59.6,209,145,95,Warm,Light Medium,III,50
2791,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,320,#CD8E63,24.3,0.515,59.6,205,142,99,Warm,Light Medium,III,50
2792,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,330,#D2955E,28.4,0.563,59.6,210,149,94,Warm,Light Medium,III,50
2793,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,340,#A16C48,24.3,0.382,45.7,161,108,72,Neutral,Medium,IV,50
2794,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,345,#C88E51,30.8,0.52,55.1,200,142,81,Warm,Light Medium,III,50
2795,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,350,#B77B45,28.4,0.452,49.4,183,123,69,Warm,Medium,IV,50
2796,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,360,#AF7946,29.1,0.429,48.0,175,121,70,Warm,Medium,IV,50
2797,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,370,#C58462,20.6,0.46,57.8,197,132,98,Neutral,Light Medium,III,50
2798,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,380,#C6845D,22.3,0.479,57.1,198,132,93,Neutral,Light Medium,III,50
2799,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,385,#B57A39,31.5,0.521,46.7,181,122,57,Warm,Medium,IV,50
2800,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,390,#A6693D,25.1,0.463,44.5,166,105,61,Warm,Medium,IV,50
2801,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,400,#A35C28,25.4,0.606,39.8,163,92,40,Warm,Tan,IV,50
2802,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,410,#A56031,24.3,0.542,42.0,165,96,49,Warm,Medium,IV,50
2803,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,420,#B3733D,27.5,0.492,47.1,179,115,61,Warm,Medium,IV,50
2804,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,430,#8A522D,23.9,0.508,35.9,138,82,45,Neutral,Tan,V,50
2805,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,440,#9B582B,24.1,0.566,38.8,155,88,43,Warm,Tan,V,50
2806,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,445,#8F5825,28.9,0.589,35.3,143,88,37,Warm,Tan,V,50
2807,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,450,#875430,24.8,0.475,35.9,135,84,48,Neutral,Tan,V,50
2808,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,460,#82472F,17.3,0.469,34.7,130,71,47,Neutral,Tan,V,50
2809,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,470,#764328,20.8,0.494,31.0,118,67,40,Neutral,Deep,V,50
2810,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,480,#6C3D24,20.8,0.5,28.2,108,61,36,Neutral,Deep,V,50
2811,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,490,#64371B,23.0,0.575,24.9,100,55,27,Neutral,Deep,VI,50
2812,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,495,#572B18,18.1,0.568,21.8,87,43,24,Neutral,Very Deep,VI,50
2813,Fenty Beauty by Rihanna,Pro Filt'r Soft Matte Powder Foundation,498,#42302A,15.0,0.222,21.2,66,48,42,Neutral,Very Deep,VI,50
2814,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,100,#EEDED0,28.0,0.469,87.5,238,222,208,Neutral,Very Fair,I,50
2815,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,110,#F5E4D3,30.0,0.63,89.4,245,228,211,Neutral,Very Fair,I,50
2816,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,120,#F2E1D8,20.8,0.5,89.8,242,225,216,Neutral,Very Fair,I,50
2817,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,125,#F2E1D8,20.8,0.5,89.8,242,225,216,Neutral,Very Fair,I,50
2818,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,130,#EFDDCA,30.8,0.536,86.5,239,221,202,Neutral,Very Fair,I,50
2819,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,140,#F2D9C7,25.1,0.623,86.5,242,217,199,Cool,Very Fair,I,50
2820,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,150,#F7E0CD,27.1,0.724,88.6,247,224,205,Cool,Very Fair,I,50
2821,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,160,#EFD8C4,27.9,0.573,85.3,239,216,196,Cool,Very Fair,I,50
2822,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,170,#ECD6C5,26.2,0.506,84.9,236,214,197,Cool,Very Fair,I,50
2823,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,175,#E5C9AA,31.5,0.532,78.2,229,201,170,Neutral,Very Fair,II,50
2824,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,185,#EFD7C0,29.4,0.595,84.5,239,215,192,Cool,Very Fair,I,50
2825,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,190,#E1C3B4,20.0,0.429,79.4,225,195,180,Cool,Very Fair,II,50
2826,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,200,#E2C8AF,29.4,0.468,78.6,226,200,175,Cool,Very Fair,II,50
2827,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,210,#E4CBAC,33.2,0.509,78.4,228,203,172,Neutral,Very Fair,II,50
2828,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,220,#DBBB9C,29.5,0.467,73.5,219,187,156,Neutral,Fair,II,50
2829,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,225,#F1CBB1,24.4,0.696,82.0,241,203,177,Neutral,Very Fair,I,50
2830,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,230,#E7CAA6,33.2,0.575,77.8,231,202,166,Neutral,Very Fair,II,50
2831,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,235,#E0C099,33.0,0.534,73.9,224,192,153,Neutral,Fair,II,50
2832,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,240,#D6BCA3,29.4,0.383,73.9,214,188,163,Cool,Fair,II,50
2833,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,250,#DDBA9A,28.7,0.496,73.5,221,186,154,Neutral,Fair,II,50
2834,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,260,#D6AC8F,24.5,0.464,70.0,214,172,143,Neutral,Fair,II,50
2835,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,265,#D2AE8E,28.2,0.43,69.0,210,174,142,Neutral,Fair,II,50
2836,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,280,#D6B99F,28.4,0.401,73.1,214,185,159,Neutral,Fair,II,50
2837,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,290,#DAB089,28.9,0.523,69.6,218,176,137,Neutral,Fair,II,50
2838,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,295,#CBA888,28.7,0.392,66.5,203,168,136,Neutral,Fair,III,50
2839,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,300,#BD9269,29.3,0.389,57.6,189,146,105,Warm,Light Medium,III,50
2840,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,310,#B68E61,31.8,0.368,54.7,182,142,97,Warm,Light Medium,III,50
2841,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,315,#CFA570,33.5,0.497,62.5,207,165,112,Warm,Fair,III,50
2842,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,330,#BA9263,32.4,0.387,55.9,186,146,99,Warm,Light Medium,III,50
2843,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,335,#BC9363,32.4,0.399,56.3,188,147,99,Warm,Light Medium,III,50
2844,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,345,#C88E51,30.8,0.52,55.1,200,142,81,Warm,Light Medium,III,50
2845,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,350,#B77B45,28.4,0.452,49.4,183,123,69,Warm,Medium,IV,50
2846,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,360,#C4A178,32.4,0.392,62.0,196,161,120,Neutral,Light Medium,III,50
2847,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,370,#B28D63,31.9,0.339,54.3,178,141,99,Neutral,Light Medium,III,50
2848,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,385,#A78864,32.2,0.276,52.4,167,136,100,Neutral,Light Medium,III,50
2849,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,390,#B88D63,29.6,0.374,55.5,184,141,99,Warm,Light Medium,III,50
2850,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,400,#A87C56,27.8,0.323,49.8,168,124,86,Neutral,Medium,IV,50
2851,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,410,#A67D55,29.6,0.323,49.2,166,125,85,Neutral,Medium,IV,50
2852,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,420,#A6754C,27.3,0.372,47.5,166,117,76,Warm,Medium,IV,50
2853,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,425,#9F6B47,24.5,0.383,45.1,159,107,71,Neutral,Medium,IV,50
2854,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,430,#977254,26.9,0.285,46.1,151,114,84,Neutral,Medium,IV,50
2855,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,440,#9A5E28,28.4,0.588,38.0,154,94,40,Warm,Tan,IV,50
2856,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,445,#856244,27.7,0.323,39.4,133,98,68,Neutral,Tan,IV,50
2857,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,450,#885D42,23.1,0.347,39.6,136,93,66,Neutral,Tan,V,50
2858,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,470,#71492F,23.6,0.412,31.4,113,73,47,Neutral,Tan,V,50
2859,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,480,#6F4830,22.9,0.396,31.2,111,72,48,Neutral,Tan,V,50
2860,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,485,#6F4830,22.9,0.396,31.2,111,72,48,Neutral,Tan,V,50
2861,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,490,#50352B,16.2,0.301,24.1,80,53,43,Cool,Deep,VI,50
2862,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,495,#52382C,18.9,0.302,24.7,82,56,44,Cool,Deep,VI,50
2863,Fenty Beauty by Rihanna,Soft'lit Naturally Luminous Longwear Foundation,498,#42302A,15.0,0.222,21.2,66,48,42,Neutral,Very Deep,VI,50
2864,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,1,#FEE0C1,30.5,0.968,87.6,254,224,193,Neutral,Very Fair,I,50
2865,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,2,#F1CBA3,30.8,0.736,79.2,241,203,163,Neutral,Very Fair,II,50
2866,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,3,#EDC69C,31.1,0.692,77.1,237,198,156,Warm,Very Fair,II,50
2867,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,4,#E3B388,28.4,0.619,71.2,227,179,136,Warm,Fair,II,50
2868,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,5,#D3A77B,30.0,0.5,65.5,211,167,123,Warm,Fair,II,50
2869,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,6,#CFA37D,27.8,0.461,65.1,207,163,125,Neutral,Fair,III,50
2870,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,7,#D5A97F,29.3,0.506,66.7,213,169,127,Warm,Fair,II,50
2871,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,8,#E1AF84,27.7,0.608,70.0,225,175,132,Warm,Fair,II,50
2872,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,9,#D9A678,28.5,0.561,66.1,217,166,120,Warm,Fair,II,50
2873,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,10,#C99765,30.0,0.481,59.2,201,151,101,Warm,Light Medium,III,50
2874,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,11,#C4956C,28.0,0.427,59.6,196,149,108,Warm,Light Medium,III,50
2875,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,12,#D89E5E,31.5,0.61,60.8,216,158,94,Warm,Light Medium,III,50
2876,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,13,#C58E5C,28.6,0.475,56.7,197,142,92,Warm,Light Medium,III,50
2877,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,14,#BF8D5A,30.3,0.441,55.1,191,141,90,Warm,Light Medium,III,50
2878,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,15,#B48055,27.2,0.388,52.0,180,128,85,Warm,Medium,IV,50
2879,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,16,#A87E54,30.0,0.333,49.4,168,126,84,Warm,Medium,IV,50
2880,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,17,#B37B4B,27.7,0.409,49.8,179,123,75,Warm,Medium,IV,50
2881,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,18,#B47A3F,30.3,0.481,47.6,180,122,63,Warm,Medium,IV,50
2882,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,19,#B47433,30.2,0.558,45.3,180,116,51,Warm,Medium,IV,50
2883,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,20,#A5652E,27.7,0.564,41.4,165,101,46,Warm,Medium,IV,50
2884,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,21,#916032,29.1,0.487,38.2,145,96,50,Warm,Tan,IV,50
2885,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,22,#683F22,24.9,0.507,27.1,104,63,34,Neutral,Deep,V,50
2886,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,23,#683F22,24.9,0.507,27.1,104,63,34,Neutral,Deep,V,50
2887,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,24,#67351F,18.3,0.537,26.3,103,53,31,Neutral,Deep,VI,50
2888,Fenty Beauty by Rihanna,Eaze Drop Blurring Skin Tint,25,#291100,24.9,1.0,8.0,41,17,0,Cool,Very Deep,VI,50
