id,brand,product,shade,hex,H,S,L,R,G,B,undertone,skinTone,fitzpatrick,popularity
4951,La Mer,The Radiant SkinTint Broad Spectrum SPF 30,Medium Deep,#DCA15B,32.6,0.648,61.0,220,161,91,Warm,Fair,III,50
4952,La Mer,The Radiant SkinTint Broad Spectrum SPF 30,Fair,#F2DBCC,23.7,0.594,87.5,242,219,204,Cool,Very Fair,I,50
4953,La Mer,The Radiant SkinTint Broad Spectrum SPF 30,Deep,#D68B6C,17.5,0.564,63.1,214,139,108,Neutral,Light Medium,III,50
4954,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,01 pink porcelain,#F1CCB5,23.0,0.682,82.7,241,204,181,Neutral,Very Fair,I,50
4955,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,03 Warm porcelain,#E5CAB7,24.8,0.469,80.8,229,202,183,Cool,Very Fair,II,50
4956,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,12 Neutral ivory,#F2D3C1,22.0,0.653,85.3,242,211,193,Cool,Very Fair,I,50
4957,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,23 Warm vanilla,#DCBEA7,26.0,0.431,75.9,220,190,167,Cool,Fair,II,50
4958,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,33 Warm bisque,#C9A697,18.0,0.316,69.0,201,166,151,Cool,Fair,III,50
4959,La Mer,The Luminous Lifting Cushion Foundation SPF 20 +,52 Warm honey,#DE9D77,22.1,0.609,66.9,222,157,119,Neutral,Fair,III,50
4960,Lancôme,Teint Idole Ultra Wear Foundation,560C,#542A1B,15.8,0.514,21.8,84,42,27,Neutral,Very Deep,VI,50
4961,Lancôme,Teint Idole Ultra Wear Foundation,555C,#612E1C,15.7,0.552,24.5,97,46,28,Neutral,Deep,VI,50
4962,Lancôme,Teint Idole Ultra Wear Foundation,540C,#6A4535,18.1,0.333,31.2,106,69,53,Cool,Deep,V,50
4963,Lancôme,Teint Idole Ultra Wear Foundation,535N,#6D3D26,19.4,0.483,28.8,109,61,38,Neutral,Deep,V,50
4964,Lancôme,Teint Idole Ultra Wear Foundation,530W,#7B4A2F,21.3,0.447,33.3,123,74,47,Neutral,Tan,V,50
4965,Lancôme,Teint Idole Ultra Wear Foundation,525W,#844F30,22.1,0.467,35.3,132,79,48,Neutral,Tan,V,50
4966,Lancôme,Teint Idole Ultra Wear Foundation,520W,#825332,24.8,0.444,35.3,130,83,50,Neutral,Tan,V,50
4967,Lancôme,Teint Idole Ultra Wear Foundation,515W,#825434,24.6,0.429,35.7,130,84,52,Neutral,Tan,V,50
4968,Lancôme,Teint Idole Ultra Wear Foundation,510N,#A26339,24.0,0.479,42.9,162,99,57,Warm,Medium,IV,50
4969,Lancôme,Teint Idole Ultra Wear Foundation,505N,#89573C,21.0,0.391,38.6,137,87,60,Neutral,Tan,V,50
4970,Lancôme,Teint Idole Ultra Wear Foundation,500C,#8F5332,21.3,0.482,37.8,143,83,50,Neutral,Tan,V,50
4971,Lancôme,Teint Idole Ultra Wear Foundation,455W,#996848,23.7,0.36,44.1,153,104,72,Neutral,Medium,IV,50
4972,Lancôme,Teint Idole Ultra Wear Foundation,450W,#A46E47,25.2,0.396,46.1,164,110,71,Neutral,Medium,IV,50
4973,Lancôme,Teint Idole Ultra Wear Foundation,445N,#9C623D,23.4,0.438,42.5,156,98,61,Neutral,Medium,IV,50
4974,Lancôme,Teint Idole Ultra Wear Foundation,440N,#A36238,23.6,0.489,42.9,163,98,56,Warm,Medium,IV,50
4975,Lancôme,Teint Idole Ultra Wear Foundation,435C,#BC805A,23.3,0.422,54.5,188,128,90,Neutral,Light Medium,III,50
4976,Lancôme,Teint Idole Ultra Wear Foundation,430C,#BE8663,23.1,0.412,56.7,190,134,99,Neutral,Light Medium,III,50
4977,Lancôme,Teint Idole Ultra Wear Foundation,425C,#C88860,23.1,0.486,58.0,200,136,96,Neutral,Light Medium,III,50
4978,Lancôme,Teint Idole Ultra Wear Foundation,420W,#C6895C,25.5,0.482,56.9,198,137,92,Warm,Light Medium,III,50
4979,Lancôme,Teint Idole Ultra Wear Foundation,415W,#C58A63,23.9,0.458,58.0,197,138,99,Neutral,Light Medium,III,50
4980,Lancôme,Teint Idole Ultra Wear Foundation,410N,#CB8955,26.4,0.532,56.5,203,137,85,Warm,Light Medium,III,50
4981,Lancôme,Teint Idole Ultra Wear Foundation,400W,#D3A77B,30.0,0.5,65.5,211,167,123,Warm,Fair,II,50
4982,Lancôme,Teint Idole Ultra Wear Foundation,355N,#CF9B76,24.9,0.481,63.7,207,155,118,Neutral,Light Medium,III,50
4983,Lancôme,Teint Idole Ultra Wear Foundation,350N,#D0A47C,28.6,0.472,65.1,208,164,124,Neutral,Fair,III,50
4984,Lancôme,Teint Idole Ultra Wear Foundation,345N,#DDAB85,25.9,0.564,69.4,221,171,133,Neutral,Fair,II,50
4985,Lancôme,Teint Idole Ultra Wear Foundation,340W,#E1A779,26.5,0.634,67.8,225,167,121,Warm,Fair,II,50
4986,Lancôme,Teint Idole Ultra Wear Foundation,335W,#E6B084,26.9,0.662,71.0,230,176,132,Warm,Fair,II,50
4987,Lancôme,Teint Idole Ultra Wear Foundation,330N,#C5967B,21.9,0.389,62.7,197,150,123,Neutral,Light Medium,III,50
4988,Lancôme,Teint Idole Ultra Wear Foundation,325C,#D99D78,22.9,0.561,66.1,217,157,120,Neutral,Fair,III,50
4989,Lancôme,Teint Idole Ultra Wear Foundation,320C,#EAB192,21.1,0.677,74.5,234,177,146,Neutral,Fair,II,50
4990,Lancôme,Teint Idole Ultra Wear Foundation,310N,#D8A586,22.7,0.513,68.6,216,165,134,Neutral,Fair,II,50
4991,Lancôme,Teint Idole Ultra Wear Foundation,300N,#D3A789,24.3,0.457,68.2,211,167,137,Neutral,Fair,II,50
4992,Lancôme,Teint Idole Ultra Wear Foundation,250W,#CFA585,25.9,0.435,66.7,207,165,133,Neutral,Fair,III,50
4993,Lancôme,Teint Idole Ultra Wear Foundation,245C,#E7B38E,24.9,0.65,73.1,231,179,142,Neutral,Fair,II,50
4994,Lancôme,Teint Idole Ultra Wear Foundation,240W,#D6AC85,28.9,0.497,68.0,214,172,133,Neutral,Fair,II,50
4995,Lancôme,Teint Idole Ultra Wear Foundation,235N,#DFB293,24.5,0.543,72.5,223,178,147,Neutral,Fair,II,50
4996,Lancôme,Teint Idole Ultra Wear Foundation,230W,#D7A77E,27.6,0.527,66.9,215,167,126,Warm,Fair,II,50
4997,Lancôme,Teint Idole Ultra Wear Foundation,225N,#E7B798,23.5,0.622,75.1,231,183,152,Neutral,Fair,II,50
4998,Lancôme,Teint Idole Ultra Wear Foundation,220C,#DFB293,24.5,0.543,72.5,223,178,147,Neutral,Fair,II,50
4999,Lancôme,Teint Idole Ultra Wear Foundation,215C,#E0B195,22.4,0.547,73.1,224,177,149,Neutral,Fair,II,50
5000,Lancôme,Teint Idole Ultra Wear Foundation,205C,#F7C4A1,24.4,0.843,80.0,247,196,161,Neutral,Very Fair,II,50
5001,Lancôme,Teint Idole Ultra Wear Foundation,135N,#DBB192,25.5,0.503,71.6,219,177,146,Neutral,Fair,II,50
5002,Lancôme,Teint Idole Ultra Wear Foundation,130C,#E6B696,24.0,0.615,74.5,230,182,150,Neutral,Fair,II,50
5003,Lancôme,Teint Idole Ultra Wear Foundation,125W,#F5C6A3,25.6,0.804,80.0,245,198,163,Neutral,Very Fair,II,50
5004,Lancôme,Teint Idole Ultra Wear Foundation,120N,#F7C8A4,26.0,0.838,80.6,247,200,164,Neutral,Very Fair,II,50
5005,Lancôme,Teint Idole Ultra Wear Foundation,115C,#EABE9D,25.7,0.647,76.7,234,190,157,Neutral,Fair,II,50
5006,Lancôme,Teint Idole Ultra Wear Foundation,110C,#F4C4A5,23.5,0.782,80.2,244,196,165,Neutral,Very Fair,II,50
5007,Lancôme,Teint Idole Ultra Wear Foundation,105W,#EEC6A2,28.4,0.691,78.4,238,198,162,Neutral,Very Fair,II,50
5008,Lancôme,Teint Idole Ultra Wear Foundation,100W,#EFCCA2,32.7,0.706,78.6,239,204,162,Neutral,Very Fair,II,50
5009,Lancôme,Teint Idole Ultra Wear Foundation,097N,#FBCFAF,25.3,0.905,83.5,251,207,175,Neutral,Very Fair,I,50
5010,Lancôme,Teint Idole Ultra Wear Foundation,095W,#F7D5B5,29.1,0.805,83.9,247,213,181,Neutral,Very Fair,I,50
5011,Lancôme,Teint Idole Ultra Wear Foundation,090N,#FCDBC4,24.6,0.903,87.8,252,219,196,Neutral,Very Fair,I,50
5012,Lancôme,Teint Idole Ultra Wear Foundation,305N,#E3B48F,26.4,0.6,72.5,227,180,143,Neutral,Fair,II,50
5013,Lancôme,Teint Idole Ultra Wear Foundation,405W,#B77748,25.4,0.435,50.0,183,119,72,Warm,Medium,IV,50
5014,Lancôme,Teint Idole Ultra Wear Foundation,200N,#EBB587,27.6,0.714,72.5,235,181,135,Warm,Fair,II,50
5015,Lancôme,Dual Finish Powder Foundation,550 Suede Cool,#B4542F,16.7,0.586,44.5,180,84,47,Neutral,Tan,IV,50
5016,Lancôme,Dual Finish Powder Foundation,520 Suede Warm,#B47143,24.4,0.457,48.4,180,113,67,Warm,Medium,IV,50
5017,Lancôme,Dual Finish Powder Foundation,510 Suede Cool,#CB6737,19.5,0.587,50.6,203,103,55,Warm,Medium,IV,50
5018,Lancôme,Dual Finish Powder Foundation,500 Suede Warm,#BF7346,22.3,0.486,51.2,191,115,70,Warm,Medium,IV,50
5019,Lancôme,Dual Finish Powder Foundation,470 Suede Cool,#C98558,23.9,0.511,56.7,201,133,88,Warm,Light Medium,III,50
5020,Lancôme,Dual Finish Powder Foundation,460 Suede Warm,#CA8959,25.5,0.516,57.1,202,137,89,Warm,Light Medium,III,50
5021,Lancôme,Dual Finish Powder Foundation,440 Bisque Cool,#A26645,21.3,0.403,45.3,162,102,69,Neutral,Medium,IV,50
5022,Lancôme,Dual Finish Powder Foundation,420 Bisque Neutral,#DF8650,22.7,0.691,59.4,223,134,80,Warm,Light Medium,III,50
5023,Lancôme,Dual Finish Powder Foundation,410 Bisque Warm,#E4B079,30.8,0.665,68.4,228,176,121,Warm,Fair,II,50
5024,Lancôme,Dual Finish Powder Foundation,370 Bisque Cool,#C0876B,19.8,0.403,58.6,192,135,107,Neutral,Light Medium,III,50
5025,Lancôme,Dual Finish Powder Foundation,360 Honey III Warm,#D7B28B,30.8,0.487,69.4,215,178,139,Neutral,Fair,II,50
5026,Lancôme,Dual Finish Powder Foundation,345 Sand III Neutral,#D8AE80,31.4,0.53,67.5,216,174,128,Warm,Fair,II,50
5027,Lancôme,Dual Finish Powder Foundation,320 Amande III Neutral,#DBB895,30.0,0.493,72.2,219,184,149,Neutral,Fair,II,50
5028,Lancôme,Dual Finish Powder Foundation,315 Wheat II Warm,#E4C893,39.3,0.6,73.5,228,200,147,Warm,Very Fair,II,50
5029,Lancôme,Dual Finish Powder Foundation,310 Bisque II Cool,#E7C69C,33.6,0.61,75.9,231,198,156,Neutral,Very Fair,II,50
5030,Lancôme,Dual Finish Powder Foundation,240 Rose Clair II Cool,#DFBBA5,22.8,0.475,76.1,223,187,165,Neutral,Fair,II,50
5031,Lancôme,Dual Finish Powder Foundation,220 Buff II Cool,#DFBD96,32.1,0.533,73.1,223,189,150,Neutral,Fair,II,50
5032,Lancôme,Dual Finish Powder Foundation,205 Neutrale II Warm,#E1C6A6,32.5,0.496,76.7,225,198,166,Neutral,Very Fair,II,50
5033,Lancôme,Dual Finish Powder Foundation,140 Ivoire Warm,#F2CFB0,28.2,0.717,82.0,242,207,176,Neutral,Very Fair,I,50
5034,Lancôme,Dual Finish Powder Foundation,130 Porcelaine D'Ivoire Neutral,#F3E1CD,31.6,0.613,87.8,243,225,205,Neutral,Very Fair,I,50
5035,Lancôme,Dual Finish Powder Foundation,100 Porcelaine Delicate Cool,#F4E3D7,24.8,0.569,90.0,244,227,215,Neutral,Very Fair,I,50
5036,Lancôme,Dual Finish Powder Foundation,90 Porcelaine I Neutral,#F7E6D8,27.1,0.66,90.8,247,230,216,Neutral,Very Fair,I,50
5037,Lancôme,Dual Finish Powder Foundation,350 Bisque Warm,#BF774D,22.1,0.471,52.5,191,119,77,Warm,Medium,IV,50
5038,Lancôme,Dual Finish Powder Foundation,340 Nu III Neutral,#D5AC79,33.3,0.523,65.5,213,172,121,Warm,Fair,II,50
5039,Lancôme,Dual Finish Powder Foundation,450 Suede Neutral,#D28251,22.8,0.589,57.1,210,130,81,Warm,Light Medium,III,50
5040,Lancôme,Dual Finish Powder Foundation,430 Bisque Warm,#955F44,20.0,0.373,42.5,149,95,68,Neutral,Tan,IV,50
5041,Lancôme,Dual Finish Powder Foundation,355 Bisque Cool,#B97B5D,19.6,0.397,54.5,185,123,93,Neutral,Medium,IV,50
5042,Lancôme,Dual Finish Powder Foundation,230 Ecru II Warm,#DBB890,32.0,0.51,71.2,219,184,144,Neutral,Fair,II,50
5043,Lancôme,Dual Finish Powder Foundation,210 Clair II Neutral,#E7CBB2,28.3,0.525,80.2,231,203,178,Cool,Very Fair,II,50
5044,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,540C,#6A4535,18.1,0.333,31.2,106,69,53,Cool,Deep,V,50
5045,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,530W,#7B4A2F,21.3,0.447,33.3,123,74,47,Neutral,Tan,V,50
5046,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,520W,#825332,24.8,0.444,35.3,130,83,50,Neutral,Tan,V,50
5047,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,515W,#825434,24.6,0.429,35.7,130,84,52,Neutral,Tan,V,50
5048,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,510N,#A26339,24.0,0.479,42.9,162,99,57,Warm,Medium,IV,50
5049,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,505N,#89573C,21.0,0.391,38.6,137,87,60,Neutral,Tan,V,50
5050,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,455W,#996848,23.7,0.36,44.1,153,104,72,Neutral,Medium,IV,50
5051,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,450W,#A46E47,25.2,0.396,46.1,164,110,71,Neutral,Medium,IV,50
5052,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,445N,#9C623D,23.4,0.438,42.5,156,98,61,Neutral,Medium,IV,50
5053,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,430C,#BE8663,23.1,0.412,56.7,190,134,99,Neutral,Light Medium,III,50
5054,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,425C,#C88860,23.1,0.486,58.0,200,136,96,Neutral,Light Medium,III,50
5055,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,420W,#C6895C,25.5,0.482,56.9,198,137,92,Warm,Light Medium,III,50
5056,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,405W,#D3A77B,30.0,0.5,65.5,211,167,123,Warm,Fair,II,50
5057,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,400W,#D3A77B,30.0,0.5,65.5,211,167,123,Warm,Fair,II,50
5058,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,355N,#CF9B76,24.9,0.481,63.7,207,155,118,Neutral,Light Medium,III,50
5059,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,335W,#E6B084,26.9,0.662,71.0,230,176,132,Warm,Fair,II,50
5060,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,330N,#C5967B,21.9,0.389,62.7,197,150,123,Neutral,Light Medium,III,50
5061,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,325C,#D5A37D,25.9,0.512,66.3,213,163,125,Neutral,Fair,III,50
5062,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,320C,#EAB192,21.1,0.677,74.5,234,177,146,Neutral,Fair,II,50
5063,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,310N,#D8A586,22.7,0.513,68.6,216,165,134,Neutral,Fair,II,50
5064,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,245C,#E7B38E,24.9,0.65,73.1,231,179,142,Neutral,Fair,II,50
5065,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,240W,#D6AC85,28.9,0.497,68.0,214,172,133,Neutral,Fair,II,50
5066,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,230W,#D7A77E,27.6,0.527,66.9,215,167,126,Warm,Fair,II,50
5067,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,220C,#DFB293,24.5,0.543,72.5,223,178,147,Neutral,Fair,II,50
5068,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,125W,#F5C6A3,25.6,0.804,80.0,245,198,163,Neutral,Very Fair,II,50
5069,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,120N,#F7C8A4,26.0,0.838,80.6,247,200,164,Neutral,Very Fair,II,50
5070,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,115C,#EABE9D,25.7,0.647,76.7,234,190,157,Neutral,Fair,II,50
5071,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,110C,#F4C4A5,23.5,0.782,80.2,244,196,165,Neutral,Very Fair,II,50
5072,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,105W,#EEC6A2,28.4,0.691,78.4,238,198,162,Neutral,Very Fair,II,50
5073,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Foundation,305N,#E3B48F,26.4,0.6,72.5,227,180,143,Neutral,Fair,II,50
5074,Lancôme,Rénergie Lift Makeup Foundation SPF 27,550 SUEDE C,#523329,14.6,0.333,24.1,82,51,41,Cool,Deep,VI,50
5075,Lancôme,Rénergie Lift Makeup Foundation SPF 27,500 SUEDE W,#9B6B4B,24.0,0.348,45.1,155,107,75,Neutral,Medium,IV,50
5076,Lancôme,Rénergie Lift Makeup Foundation SPF 27,460 SUEDE C,#905030,20.0,0.5,37.6,144,80,48,Neutral,Tan,V,50
5077,Lancôme,Rénergie Lift Makeup Foundation SPF 27,430 DORE 30W,#AE7B58,24.4,0.347,51.4,174,123,88,Neutral,Medium,IV,50
5078,Lancôme,Rénergie Lift Makeup Foundation SPF 27,420 BISQUE N,#A96F43,25.9,0.432,46.3,169,111,67,Warm,Medium,IV,50
5079,Lancôme,Rénergie Lift Makeup Foundation SPF 27,350 DORE 10 (NW),#BB8F70,24.8,0.355,58.6,187,143,112,Neutral,Light Medium,III,50
5080,Lancôme,Rénergie Lift Makeup Foundation SPF 27,330 BISQUE N,#BC8E62,29.3,0.402,56.1,188,142,98,Warm,Light Medium,III,50
5081,Lancôme,Rénergie Lift Makeup Foundation SPF 27,260 BISQUE N,#C0906D,25.3,0.397,59.0,192,144,109,Neutral,Light Medium,III,50
5082,Lancôme,Rénergie Lift Makeup Foundation SPF 27,255 CLAIR 20N,#C9A580,30.4,0.403,64.5,201,165,128,Neutral,Fair,III,50
5083,Lancôme,Rénergie Lift Makeup Foundation SPF 27,250 BISQUE W,#BA9573,28.7,0.34,59.0,186,149,115,Neutral,Light Medium,III,50
5084,Lancôme,Rénergie Lift Makeup Foundation SPF 27,240 CLAIR 10 (C),#CC9D75,27.6,0.46,62.9,204,157,117,Neutral,Light Medium,III,50
5085,Lancôme,Rénergie Lift Makeup Foundation SPF 27,220 BUFF,#D4B694,31.9,0.427,70.6,212,182,148,Neutral,Fair,II,50
5086,Lancôme,Rénergie Lift Makeup Foundation SPF 27,160 IVOIRE W,#C9A081,25.8,0.4,64.7,201,160,129,Neutral,Light Medium,III,50
5087,Lancôme,Rénergie Lift Makeup Foundation SPF 27,140 PORCELAINE 20 (C),#C7A382,28.7,0.381,64.5,199,163,130,Neutral,Fair,III,50
5088,Lancôme,Rénergie Lift Makeup Foundation SPF 27,110 IVOIRE C,#BFA07D,31.8,0.34,62.0,191,160,125,Neutral,Light Medium,III,50
5089,Lancôme,Rénergie Lift Makeup Foundation SPF 27,410 BISQUE W,#C08957,28.6,0.455,54.7,192,137,87,Warm,Light Medium,III,50
5090,Lancôme,Rénergie Lift Makeup Foundation SPF 27,360 DORE 20W,#B38863,27.8,0.345,54.5,179,136,99,Neutral,Light Medium,III,50
5091,Lancôme,Rénergie Lift Makeup Foundation SPF 27,310 CLAIR 30,#D09A74,24.8,0.495,63.5,208,154,116,Neutral,Light Medium,III,50
5092,Lancôme,Rénergie Lift Makeup Foundation SPF 27,210 BUFF N,#C3A17B,31.7,0.375,62.4,195,161,123,Neutral,Light Medium,III,50
5093,Lancôme,Rénergie Lift Makeup Foundation SPF 27,095 IVOIRE W,#DFCFB5,37.1,0.396,79.2,223,207,181,Neutral,Very Fair,II,50
5094,Lancôme,Teint Idole Ultra Wear Foundation Stick,510 SUEDE COOL,#89553D,18.9,0.384,38.8,137,85,61,Neutral,Tan,V,50
5095,Lancôme,Teint Idole Ultra Wear Foundation Stick,500 SUEDE WARM,#986747,23.7,0.363,43.7,152,103,71,Neutral,Medium,IV,50
5096,Lancôme,Teint Idole Ultra Wear Foundation Stick,460 SUEDE WARM,#B79266,32.6,0.36,55.9,183,146,102,Warm,Light Medium,III,50
5097,Lancôme,Teint Idole Ultra Wear Foundation Stick,450 SUEDE NEUTRAL,#CDAC81,33.9,0.432,65.5,205,172,129,Neutral,Fair,II,50
5098,Lancôme,Teint Idole Ultra Wear Foundation Stick,420 BISQUE NEUTRAL,#C59B6B,32.0,0.437,59.6,197,155,107,Warm,Light Medium,III,50
5099,Lancôme,Teint Idole Ultra Wear Foundation Stick,360 BISQUE NEUTRAL,#D0B695,33.6,0.386,70.0,208,182,149,Neutral,Fair,II,50
5100,Lancôme,Teint Idole Ultra Wear Foundation Stick,350 BISQUE COOL,#C1A07F,30.0,0.347,62.7,193,160,127,Neutral,Light Medium,III,50
5101,Lancôme,Teint Idole Ultra Wear Foundation Stick,340 BISQUE NEUTRAL,#D7B790,33.0,0.47,70.4,215,183,144,Neutral,Fair,II,50
5102,Lancôme,Teint Idole Ultra Wear Foundation Stick,330 BISQUE NEUTRAL,#BE926D,27.4,0.384,58.6,190,146,109,Neutral,Light Medium,III,50
5103,Lancôme,Teint Idole Ultra Wear Foundation Stick,320 BISQUE WARM,#DDBC8F,34.6,0.534,71.4,221,188,143,Neutral,Fair,II,50
5104,Lancôme,Teint Idole Ultra Wear Foundation Stick,260 BISQUE NEUTRAL,#DFC19F,31.9,0.5,74.9,223,193,159,Neutral,Fair,II,50
5105,Lancôme,Teint Idole Ultra Wear Foundation Stick,250 BISQUE WARM,#D0B28E,32.7,0.412,68.6,208,178,142,Neutral,Fair,II,50
5106,Lancôme,Teint Idole Ultra Wear Foundation Stick,230 BUFF WARM,#D4B78B,36.2,0.459,68.8,212,183,139,Neutral,Fair,II,50
5107,Lancôme,Teint Idole Ultra Wear Foundation Stick,220 BUFF NEUTRAL,#CCA890,24.0,0.37,68.2,204,168,144,Neutral,Fair,II,50
5108,Lancôme,Teint Idole Ultra Wear Foundation Stick,210 BUFF NEUTRAL,#CEAC89,30.4,0.413,67.3,206,172,137,Neutral,Fair,II,50
5109,Lancôme,Teint Idole Ultra Wear Foundation Stick,110 IVOIRE COOL,#CAAE86,35.3,0.391,65.9,202,174,134,Neutral,Fair,II,50
5110,Lancôme,Teint Idole Ultra Wear Foundation Stick,140 IVOIRE NEUTRAL,#D9BD98,34.2,0.461,72.4,217,189,152,Neutral,Fair,II,50
5111,Lancôme,Teint Idole Ultra Wear Foundation Stick,410 BISQUE WARM,#CF9D6C,29.7,0.508,61.8,207,157,108,Warm,Light Medium,III,50
5112,Lancôme,Teint Idole Ultra Wear Foundation Stick,310 BISQUE COOL,#D5B495,29.1,0.432,71.0,213,180,149,Neutral,Fair,II,50
5113,Lancôme,Teint Idole Ultra Wear Foundation Stick,270 BISQUE WARM,#E7C79E,33.7,0.603,76.3,231,199,158,Neutral,Very Fair,II,50
5114,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,540C,#623F2C,21.1,0.38,27.8,98,63,44,Cool,Deep,V,50
5115,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,530W,#734A2A,26.3,0.465,30.8,115,74,42,Neutral,Tan,V,50
5116,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,520W,#8D684B,26.4,0.306,42.4,141,104,75,Neutral,Medium,IV,50
5117,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,515W,#98633B,25.8,0.441,41.4,152,99,59,Neutral,Medium,IV,50
5118,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,505N,#855A3A,25.6,0.393,37.5,133,90,58,Neutral,Tan,V,50
5119,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,450W,#B6855A,28.0,0.387,53.3,182,133,90,Warm,Light Medium,III,50
5120,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,445N,#9B6C40,29.0,0.416,42.9,155,108,64,Warm,Medium,IV,50
5121,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,430C,#AD856C,23.1,0.284,55.1,173,133,108,Neutral,Light Medium,III,50
5122,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,425C,#C69876,25.5,0.412,62.0,198,152,118,Neutral,Light Medium,III,50
5123,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,420W,#B88B6A,25.4,0.355,56.9,184,139,106,Neutral,Light Medium,III,50
5124,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,405W,#C69262,28.8,0.467,58.0,198,146,98,Warm,Light Medium,III,50
5125,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,400W,#CB9E77,27.9,0.447,63.1,203,158,119,Neutral,Light Medium,III,50
5126,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,335W,#DDB087,28.6,0.558,69.8,221,176,135,Warm,Fair,II,50
5127,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,330N,#CCA48A,23.6,0.393,67.1,204,164,138,Neutral,Fair,III,50
5128,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,325C,#D8A681,25.5,0.527,67.6,216,166,129,Neutral,Fair,II,50
5129,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,310N,#DBAD8C,25.1,0.523,70.4,219,173,140,Neutral,Fair,II,50
5130,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,240W,#D5B086,31.9,0.485,68.0,213,176,134,Neutral,Fair,II,50
5131,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,230W,#D1AA7F,31.5,0.471,65.9,209,170,127,Warm,Fair,II,50
5132,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,220C,#D3AA8E,24.3,0.439,69.2,211,170,142,Neutral,Fair,II,50
5133,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,125W,#E7C5A0,31.3,0.597,76.7,231,197,160,Neutral,Very Fair,II,50
5134,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,120N,#EDC8AB,26.4,0.647,80.0,237,200,171,Neutral,Very Fair,II,50
5135,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,115C,#EECBA3,32.0,0.688,78.6,238,203,163,Neutral,Very Fair,II,50
5136,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,105W,#D7BC9E,31.6,0.416,73.1,215,188,158,Neutral,Fair,II,50
5137,Lancôme,Teint Idole Ultra Wear Care & Glow Serum Concealer,305N,#CFAB87,30.0,0.429,67.1,207,171,135,Neutral,Fair,II,50
